"indicator","reportyear","FIPS","County_Name","County_FIPS","h20contam_d","h20contam_nr","h20contam_pct","h20contam_se_pct","h20contam_rse","h20contam_pctile","source","version","notes"
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037432802,"Los Angeles",6037,NA,NA,636.4011192,NA,NA,28.37161555,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037432901,"Los Angeles",6037,NA,NA,551.8124207,NA,NA,42.26870268,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037432902,"Los Angeles",6037,NA,NA,551.8124207,NA,NA,42.26870268,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433101,"Los Angeles",6037,NA,NA,776.8417565,NA,NA,11.94661876,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433102,"Los Angeles",6037,NA,NA,842.1918018,NA,NA,7.519568844,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433200,"Los Angeles",6037,NA,NA,761.1079646,NA,NA,12.87052483,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433302,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433304,"Los Angeles",6037,NA,NA,780.5673365,NA,NA,11.5616579,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433305,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433306,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433307,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433401,"Los Angeles",6037,NA,NA,855.0411029,NA,NA,7.019119723,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433402,"Los Angeles",6037,NA,NA,859.0347859,NA,NA,6.800975234,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433403,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433501,"Los Angeles",6037,NA,NA,780.657514,NA,NA,11.51032978,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433503,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433504,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433601,"Los Angeles",6037,NA,NA,855.6862637,NA,NA,6.993455665,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433602,"Los Angeles",6037,NA,NA,779.3059926,NA,NA,11.84396253,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433700,"Los Angeles",6037,NA,NA,780.567034,NA,NA,11.57448993,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433801,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433802,"Los Angeles",6037,NA,NA,780.532599,NA,NA,11.58732196,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433901,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037433902,"Los Angeles",6037,NA,NA,780.8358841,NA,NA,11.44616964,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037434001,"Los Angeles",6037,NA,NA,782.3591962,NA,NA,11.21519312,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037434003,"Los Angeles",6037,NA,NA,728.0386273,NA,NA,15.59091492,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037434004,"Los Angeles",6037,NA,NA,779.9313249,NA,NA,11.77980239,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460000,"Los Angeles",6037,NA,NA,766.795582,NA,NA,12.57538817,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460100,"Los Angeles",6037,NA,NA,775.2869098,NA,NA,12.12626716,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460200,"Los Angeles",6037,NA,NA,701.7195079,NA,NA,17.82368793,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460301,"Los Angeles",6037,NA,NA,658.9952912,NA,NA,26.16450661,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460302,"Los Angeles",6037,NA,NA,576.74623,NA,NA,39.2403439,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460501,"Los Angeles",6037,NA,NA,734.9677561,NA,NA,15.15462595,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460502,"Los Angeles",6037,NA,NA,485.2079027,NA,NA,48.29975619,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460600,"Los Angeles",6037,NA,NA,495.0850762,NA,NA,47.32452201,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460700,"Los Angeles",6037,NA,NA,857.9728234,NA,NA,6.890799435,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460800,"Los Angeles",6037,NA,NA,800.206908,NA,NA,10.36827922,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037460900,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461000,"Los Angeles",6037,NA,NA,628.0306309,NA,NA,29.11587322,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461100,"Los Angeles",6037,NA,NA,681.1594775,NA,NA,20.14628513,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461200,"Los Angeles",6037,NA,NA,704.1867418,NA,NA,17.70819967,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461300,"Los Angeles",6037,NA,NA,707.1427266,NA,NA,17.54138329,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461400,"Los Angeles",6037,NA,NA,624.9932596,NA,NA,29.48800205,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461501,"Los Angeles",6037,NA,NA,685.5686285,NA,NA,18.91441037,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461502,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461600,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461901,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037461902,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462001,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462002,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462100,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462201,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462202,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462301,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462302,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462400,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462500,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462600,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462700,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462800,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037462900,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463000,"Los Angeles",6037,NA,NA,862.0424343,NA,NA,6.634158861,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463101,"Los Angeles",6037,NA,NA,922.1016205,NA,NA,3.451815732,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463102,"Los Angeles",6037,NA,NA,752.2660682,NA,NA,13.19132555,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463200,"Los Angeles",6037,NA,NA,691.2871206,NA,NA,18.49095342,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463300,"Los Angeles",6037,NA,NA,606.2812911,NA,NA,35.28807905,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463400,"Los Angeles",6037,NA,NA,606.6191964,NA,NA,35.27524702,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463500,"Los Angeles",6037,NA,NA,620.3599705,NA,NA,30.02694726,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463601,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463602,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463700,"Los Angeles",6037,NA,NA,589.043778,NA,NA,36.98190684,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463800,"Los Angeles",6037,NA,NA,621.4857614,NA,NA,29.83446683,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037463900,"Los Angeles",6037,NA,NA,624.634799,NA,NA,29.53933017,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037464000,"Los Angeles",6037,NA,NA,625.156911,NA,NA,29.462338,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037464100,"Los Angeles",6037,NA,NA,770.9421641,NA,NA,12.35724368,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037464200,"Los Angeles",6037,NA,NA,717.9132105,NA,NA,16.41216476,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480002,"Los Angeles",6037,NA,NA,700.7469889,NA,NA,17.87501604,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480011,"Los Angeles",6037,NA,NA,924.8812604,NA,NA,3.387655588,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480012,"Los Angeles",6037,NA,NA,702.4084652,NA,NA,17.78519184,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480101,"Los Angeles",6037,NA,NA,623.1355857,NA,NA,29.69331451,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480102,"Los Angeles",6037,NA,NA,642.6132173,NA,NA,27.73001412,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480201,"Los Angeles",6037,NA,NA,804.7090297,NA,NA,10.17579879,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480202,"Los Angeles",6037,NA,NA,701.9328467,NA,NA,17.8108559,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480302,"Los Angeles",6037,NA,NA,857.9669639,NA,NA,6.916463493,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480303,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480304,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480400,"Los Angeles",6037,NA,NA,855.975553,NA,NA,6.980623637,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480500,"Los Angeles",6037,NA,NA,779.8453394,NA,NA,11.79263442,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480600,"Los Angeles",6037,NA,NA,629.0634383,NA,NA,28.94905685,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480702,"Los Angeles",6037,NA,NA,629.2848684,NA,NA,28.92339279,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480703,"Los Angeles",6037,NA,NA,628.386233,NA,NA,29.03888105,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480704,"Los Angeles",6037,NA,NA,628.386233,NA,NA,29.03888105,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480802,"Los Angeles",6037,NA,NA,1100.451859,NA,NA,0.538945207,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480803,"Los Angeles",6037,NA,NA,1096.983049,NA,NA,0.564609265,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480804,"Los Angeles",6037,NA,NA,858.0397652,NA,NA,6.865135378,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480901,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480902,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037480903,"Los Angeles",6037,NA,NA,858.2043445,NA,NA,6.852303349,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481001,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481002,"Los Angeles",6037,NA,NA,857.9745206,NA,NA,6.877967407,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481101,"Los Angeles",6037,NA,NA,789.0212878,NA,NA,10.93288849,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481102,"Los Angeles",6037,NA,NA,648.2837215,NA,NA,27.04991659,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481103,"Los Angeles",6037,NA,NA,611.6329523,NA,NA,34.91595021,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481201,"Los Angeles",6037,NA,NA,889.2018888,NA,NA,5.017323239,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481202,"Los Angeles",6037,NA,NA,628.674603,NA,NA,29.00038496,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481300,"Los Angeles",6037,NA,NA,748.7515528,NA,NA,13.34530989,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481401,"Los Angeles",6037,NA,NA,776.4090604,NA,NA,12.06210702,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481402,"Los Angeles",6037,NA,NA,680.826887,NA,NA,20.18478121,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481500,"Los Angeles",6037,NA,NA,856.3880559,NA,NA,6.967791608,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481603,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481604,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481605,"Los Angeles",6037,NA,NA,858.2633999,NA,NA,6.826639292,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481606,"Los Angeles",6037,NA,NA,862.3621729,NA,NA,6.531502631,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481711,"Los Angeles",6037,NA,NA,798.4648702,NA,NA,10.50943154,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481712,"Los Angeles",6037,NA,NA,887.8526192,NA,NA,5.299627871,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481713,"Los Angeles",6037,NA,NA,883.1622989,NA,NA,5.543436417,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481714,"Los Angeles",6037,NA,NA,798.4648702,NA,NA,10.50943154,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481800,"Los Angeles",6037,NA,NA,857.9688438,NA,NA,6.903631464,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481901,"Los Angeles",6037,NA,NA,1083.565003,NA,NA,0.628769408,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037481902,"Los Angeles",6037,NA,NA,858.2319435,NA,NA,6.83947132,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482001,"Los Angeles",6037,NA,NA,1114.067765,NA,NA,0.384960862,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482002,"Los Angeles",6037,NA,NA,1044.901528,NA,NA,0.975234185,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482101,"Los Angeles",6037,NA,NA,882.0642519,NA,NA,5.581932504,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482102,"Los Angeles",6037,NA,NA,798.4648702,NA,NA,10.50943154,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482201,"Los Angeles",6037,NA,NA,798.4648702,NA,NA,10.50943154,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482202,"Los Angeles",6037,NA,NA,796.7706591,NA,NA,10.59925574,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482301,"Los Angeles",6037,NA,NA,714.853761,NA,NA,16.55331708,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482303,"Los Angeles",6037,NA,NA,686.3102173,NA,NA,18.82458617,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482304,"Los Angeles",6037,NA,NA,649.203063,NA,NA,26.93442833,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482401,"Los Angeles",6037,NA,NA,859.5618246,NA,NA,6.73681509,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482402,"Los Angeles",6037,NA,NA,742.65514,NA,NA,14.62851277,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482502,"Los Angeles",6037,NA,NA,514.5648677,NA,NA,45.3997177,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482503,"Los Angeles",6037,NA,NA,514.5648677,NA,NA,45.3997177,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482521,"Los Angeles",6037,NA,NA,733.2898423,NA,NA,15.27011421,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482522,"Los Angeles",6037,NA,NA,781.5469761,NA,NA,11.33068138,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482600,"Los Angeles",6037,NA,NA,1020.835199,NA,NA,1.206210702,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482701,"Los Angeles",6037,NA,NA,1022.846888,NA,NA,1.142050558,"CES_3.0_2017","Wed13Dec17",""
"CalEnviroScreen 3.0 drinking water contaminant index for selected contaminants ","2005-2013",6037482702,"Los Angeles",6037,NA,NA,798.4648702,NA,NA,10.50943154,"CES_3.0_2017","Wed13Dec17",""
