"indicator","reportyear","FIPS","County_Name","County_FIPS","parkaccess_n","parkaccess_d","parkaccess_pct","parkaccess_se_pct","parkaccess_rse","parkaccess_pctile","source","version","notes"
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001444601,"Alameda",6001,4761,4761,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001444602,"Alameda",6001,1405,4014,35.00249,0.75285,2.150846983,16.68163737,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450101,"Alameda",6001,3002,4349,69.02736,0.70114,2.263739868,32.47786475,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450200,"Alameda",6001,210,4067,5.16351,0.34699,6.720041212,6.557166688,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450300,"Alameda",6001,1838,4551,40.38673,0.72734,1.80093808,18.87591428,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450400,"Alameda",6001,5968,5968,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450501,"Alameda",6001,3129,3129,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450502,"Alameda",6001,3206,4185,76.60693,0.65438,2.797324165,36.96907481,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450601,"Alameda",6001,2613,3379,77.33057,0.72028,3.17731853,37.48235596,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450602,"Alameda",6001,7271,8722,83.36391,0.39876,2.396957458,41.94790196,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450603,"Alameda",6001,4657,4657,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450604,"Alameda",6001,4796,4796,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450605,"Alameda",6001,3685,3685,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450606,"Alameda",6001,5733,5733,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450607,"Alameda",6001,4405,5251,83.88878,0.50734,3.148985614,42.48684717,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450701,"Alameda",6001,3116,8075,38.58824,0.54173,1.403873304,18.10599256,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450741,"Alameda",6001,4768,4768,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450742,"Alameda",6001,4477,4576,97.83654,0.21507,9.941020403,58.06493007,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450743,"Alameda",6001,4683,4734,98.92269,0.15004,13.92728184,59.89991018,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450744,"Alameda",6001,4831,4831,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450745,"Alameda",6001,5956,5956,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450746,"Alameda",6001,3152,3152,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450750,"Alameda",6001,1426,3618,39.41404,0.81241,2.061219809,18.41396125,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450751,"Alameda",6001,2058,2115,97.30496,0.35212,13.06548326,57.11535994,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001450752,"Alameda",6001,3971,5262,75.4656,0.59318,2.417748141,36.10932888,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451101,"Alameda",6001,4758,7081,67.1939,0.55795,1.700750775,31.47696651,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451102,"Alameda",6001,3867,4011,96.40987,0.29376,8.182433505,55.72950083,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451201,"Alameda",6001,6595,6595,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451202,"Alameda",6001,3129,3634,86.10347,0.57381,4.129160301,44.4629796,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451300,"Alameda",6001,6504,6560,99.14634,0.11359,13.30623433,60.3105351,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451401,"Alameda",6001,5203,5850,88.94017,0.41006,3.707651926,47.26036186,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451403,"Alameda",6001,2220,2220,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451404,"Alameda",6001,6610,6610,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451501,"Alameda",6001,3718,4668,79.64867,0.58928,2.895535574,39.2403439,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451503,"Alameda",6001,4760,5660,84.09894,0.48607,3.056840236,42.65366354,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451504,"Alameda",6001,1328,1509,88.0053,0.83638,6.972913037,46.28512768,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451505,"Alameda",6001,3337,3337,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451506,"Alameda",6001,3138,3138,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451601,"Alameda",6001,4396,4617,95.21334,0.31418,6.563658167,54.36930579,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451602,"Alameda",6001,6224,6224,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451701,"Alameda",6001,3102,3102,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451703,"Alameda",6001,3859,3859,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6001451704,"Alameda",6001,4449,4449,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000101,"Amador",6005,1465,3907,37.4968,0.77451,2.065536259,17.61837547,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000102,"Amador",6005,823,1867,44.08141,1.14904,2.606631684,20.18478121,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000200,"Amador",6005,1670,4672,35.74486,0.70115,1.961540764,16.91261388,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000303,"Amador",6005,1392,5073,27.43938,0.62648,2.283141966,13.85859104,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000304,"Amador",6005,1334,3946,33.80639,0.75306,2.227567037,16.0272039,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000401,"Amador",6005,2352,5020,46.85259,0.7043,1.503225329,21.39099192,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000402,"Amador",6005,1832,4740,38.64979,0.70728,1.829971133,18.18298473,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6005000500,"Amador",6005,1193,2995,39.83306,0.89455,2.245747628,18.61927371,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000102,"Butte",6007,3900,3900,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000103,"Butte",6007,3605,3902,92.38852,0.42452,5.577364718,50.81483383,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000104,"Butte",6007,5636,5636,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000201,"Butte",6007,2754,4052,67.96644,0.73302,2.288287658,31.97741563,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000202,"Butte",6007,1108,3723,29.76095,0.74932,2.517795971,14.59001668,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000300,"Butte",6007,3759,4410,85.2381,0.53416,3.618504393,43.56473759,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000401,"Butte",6007,1679,1771,94.80519,0.52734,10.15128561,53.79186449,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000402,"Butte",6007,6779,7030,96.42959,0.2213,6.198167717,55.76799692,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000501,"Butte",6007,3915,4333,90.3531,0.44851,4.649265567,48.47940459,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000502,"Butte",6007,4204,4204,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000601,"Butte",6007,3304,3304,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000603,"Butte",6007,2301,3130,73.51438,0.78871,2.977880072,35.19825484,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000604,"Butte",6007,2069,4217,49.06332,0.76982,1.569033649,22.46888233,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000700,"Butte",6007,4169,4694,88.81551,0.46002,4.113017223,47.08071346,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000800,"Butte",6007,5295,5295,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000901,"Butte",6007,1961,2142,91.54995,0.60096,7.11191058,50.0449121,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000903,"Butte",6007,6040,6117,98.74121,0.14255,11.32436705,59.57910946,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007000904,"Butte",6007,5499,6071,90.57816,0.37493,3.979371333,48.86436546,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001000,"Butte",6007,4801,4801,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001100,"Butte",6007,3591,4572,78.54331,0.60713,2.829560384,38.38059797,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001200,"Butte",6007,3523,3556,99.07199,0.16079,17.32632191,60.14371872,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001300,"Butte",6007,4169,4169,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001400,"Butte",6007,904,5797,15.59427,0.4765,3.055609528,10.26562299,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001500,"Butte",6007,1788,5297,33.75496,0.64973,1.924843045,15.98870781,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001600,"Butte",6007,2085,5266,39.59362,0.67393,1.702117664,18.50378545,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001702,"Butte",6007,3364,5739,58.61648,0.65014,1.571011842,26.97292442,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001703,"Butte",6007,739,2852,25.91164,0.82044,3.166299007,13.35814192,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001704,"Butte",6007,2104,3060,68.75817,0.83786,2.681853144,32.41370461,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001800,"Butte",6007,3312,5640,58.7234,0.65557,1.588236434,27.03708456,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007001900,"Butte",6007,1817,3373,53.86896,0.85834,1.860656079,24.6888233,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002000,"Butte",6007,1670,5184,32.21451,0.64903,2.014713246,15.41126652,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002100,"Butte",6007,3297,4599,71.6895,0.66431,2.346514544,34.22302066,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002200,"Butte",6007,1127,5156,21.85803,0.57556,2.63317417,12.06210702,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002300,"Butte",6007,1648,5331,30.91352,0.63295,2.047486019,15.01347363,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002400,"Butte",6007,2999,5157,58.15397,0.68694,1.641589417,26.72911587,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002500,"Butte",6007,3921,4930,79.53347,0.57461,2.807559464,39.09919158,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002601,"Butte",6007,29,2324,1.24785,0.23027,18.45333974,5.145643526,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002602,"Butte",6007,3372,3455,97.59768,0.2605,10.84368444,57.71846529,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002700,"Butte",6007,4959,5478,90.52574,0.39568,4.176368392,48.81303734,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002800,"Butte",6007,3660,4275,85.61404,0.53675,3.731068347,43.91120236,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007002900,"Butte",6007,249,3060,8.13725,0.49425,6.073919322,7.673553189,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003001,"Butte",6007,1246,3140,39.68153,0.87308,2.200217582,18.55511356,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003002,"Butte",6007,46,3531,1.30275,0.19082,14.64747649,5.184139612,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003100,"Butte",6007,747,4396,16.99272,0.56645,3.33348634,10.61208777,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003200,"Butte",6007,0,4234,0,0,NA,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003300,"Butte",6007,0,4852,0,0,NA,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003400,"Butte",6007,436,2956,14.74966,0.65221,4.42186464,9.970486334,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003501,"Butte",6007,1363,3222,42.30292,0.87036,2.057446625,19.58167586,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003502,"Butte",6007,2447,4758,51.42917,0.72457,1.491780149,23.5724368,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003600,"Butte",6007,1595,3404,46.85664,0.85529,1.825333613,21.40382394,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6007003700,"Butte",6007,2106,4505,46.74806,0.74337,1.590162244,21.35249583,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000120,"Calaveras",6009,716,4434,16.14795,0.55261,3.422168139,10.32978314,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000121,"Calaveras",6009,2292,4463,51.35559,0.74816,1.538018449,23.46978057,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000122,"Calaveras",6009,2324,4046,57.43945,0.77731,1.826362676,26.33132298,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000210,"Calaveras",6009,483,9515,5.0762,0.22504,4.433237461,6.518670602,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000220,"Calaveras",6009,86,5515,1.55938,0.16684,10.69912401,5.273963814,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000300,"Calaveras",6009,2616,6969,37.53767,0.58004,1.545221107,17.64403952,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000400,"Calaveras",6009,3378,4032,83.77976,0.58055,3.579170222,42.44835108,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000501,"Calaveras",6009,2797,3332,83.94358,0.63601,3.96109469,42.57667137,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6009000503,"Calaveras",6009,712,2330,30.55794,0.95432,3.122985384,14.92364943,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6011000100,"Colusa",6011,2535,5183,48.9099,0.69435,1.419651236,22.40472219,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6011000200,"Colusa",6011,3668,5121,71.62664,0.62996,2.220251673,34.21018863,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6011000300,"Colusa",6011,4885,6055,80.67713,0.5074,2.625903916,39.93327345,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6011000400,"Colusa",6011,264,2495,10.58116,0.61581,5.819872301,8.520467086,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6011000500,"Colusa",6011,2405,2565,93.76218,0.47751,7.655078216,52.47016553,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013301000,"Contra Costa",6013,1080,3659,29.51626,0.75404,2.554659703,14.50019248,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013302005,"Contra Costa",6013,2675,6592,40.57949,0.6048,1.490408085,18.88874631,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013302006,"Contra Costa",6013,1911,3779,50.56893,0.8133,1.645321455,23.08481971,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013302007,"Contra Costa",6013,6286,6347,99.03892,0.12246,12.74191535,60.06672655,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013302008,"Contra Costa",6013,7065,7718,91.53926,0.31678,3.744116945,50.03208007,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013302009,"Contra Costa",6013,4352,5641,77.14944,0.55903,2.446460831,37.30270756,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013302010,"Contra Costa",6013,9536,10039,94.98954,0.21774,4.345708777,54.07416913,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013303102,"Contra Costa",6013,6924,7624,90.81847,0.33071,3.601905129,49.22366226,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013303103,"Contra Costa",6013,9317,10812,86.17277,0.33197,2.400842396,44.53997177,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013303201,"Contra Costa",6013,9194,9989,92.04125,0.2708,3.402544369,50.50686514,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013303202,"Contra Costa",6013,7076,7080,99.9435,0.02824,49.98230088,62.32516361,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013303203,"Contra Costa",6013,8491,8491,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013303204,"Contra Costa",6013,4182,4182,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013303205,"Contra Costa",6013,6483,8309,78.02383,0.45427,2.067102684,37.91864494,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013304001,"Contra Costa",6013,2624,3718,70.57558,0.74735,2.539897133,33.46593096,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013304003,"Contra Costa",6013,1317,3433,38.36295,0.82993,2.163363349,18.01616836,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013304004,"Contra Costa",6013,203,3738,5.43071,0.37067,6.825442714,6.672654947,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013304005,"Contra Costa",6013,0,6738,0,0,NA,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013305000,"Contra Costa",6013,6604,6620,99.75831,0.06035,24.9700029,61.64506608,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013306002,"Contra Costa",6013,2505,2985,83.9196,0.67237,4.18130146,42.52534326,"HCI/CaLANDS Database","Wed13Dec17",""
