"indicator","reportyear","FIPS","County_Name","County_FIPS","parkaccess_n","parkaccess_d","parkaccess_pct","parkaccess_se_pct","parkaccess_rse","parkaccess_pctile","source","version","notes"
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095252909,"Solano",6095,3214,3235,99.35085,0,NA,60.72116002,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095252910,"Solano",6095,5617,5617,100,0.1412,21.75152122,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095252911,"Solano",6095,2820,4912,57.41042,0,NA,26.31849095,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095252912,"Solano",6095,5625,5625,100,0.70553,1.65657891,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095252913,"Solano",6095,4910,4910,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095252914,"Solano",6095,4120,5266,78.23775,0,NA,38.13678943,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095252915,"Solano",6095,3477,3506,99.17285,0.56862,2.612873209,60.38752727,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253101,"Solano",6095,4953,4974,99.5778,0.15296,18.49241371,61.20877711,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253105,"Solano",6095,5958,5958,100,0.09194,21.77640928,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253106,"Solano",6095,3296,3296,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253107,"Solano",6095,6016,6016,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253108,"Solano",6095,4088,4088,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253201,"Solano",6095,4679,4713,99.27859,0,NA,60.54151161,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253203,"Solano",6095,4147,4147,100,0.12327,17.08737057,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253204,"Solano",6095,7098,7098,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253205,"Solano",6095,3022,3022,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253206,"Solano",6095,2116,3102,68.21406,0,NA,32.08007186,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253300,"Solano",6095,153,2743,5.57783,0.83605,2.630250985,6.685486975,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253402,"Solano",6095,6864,6940,98.9049,0.43818,7.855743183,59.84858206,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253403,"Solano",6095,4282,4959,86.34805,0.12493,11.40809059,44.62979597,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253404,"Solano",6095,6611,6611,100,0.48756,3.571357938,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6095253500,"Solano",6095,3711,8423,44.05794,0,NA,20.17194919,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150100,"Sonoma",6097,98,2322,4.2205,0.54094,1.227792312,6.197869883,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150202,"Sonoma",6097,4098,5103,80.3057,0.41724,9.886032461,39.72796099,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150203,"Sonoma",6097,4366,4505,96.91454,0.55671,2.82675698,56.55075067,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150204,"Sonoma",6097,3654,3678,99.34747,0.25764,8.350132557,60.70832799,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150303,"Sonoma",6097,536,4170,12.85372,0.13276,20.34542473,9.39304504,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150304,"Sonoma",6097,6158,6158,100,0.51829,4.03221791,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150305,"Sonoma",6097,4486,5282,84.92995,0,NA,43.30809701,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150306,"Sonoma",6097,2014,4107,49.03823,0.49225,3.26641252,22.44321827,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150500,"Sonoma",6097,2918,5283,55.23377,0.78006,1.590718099,25.34325677,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150601,"Sonoma",6097,4089,4089,100,0.68413,1.528227863,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150602,"Sonoma",6097,4307,4307,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150603,"Sonoma",6097,7249,7249,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150607,"Sonoma",6097,4974,5369,92.64295,0,NA,51.10997049,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150609,"Sonoma",6097,4450,4465,99.66405,0.3563,4.842973746,61.32426537,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150610,"Sonoma",6097,4004,4004,100,0.0866,25.77764548,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150611,"Sonoma",6097,4067,4067,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150612,"Sonoma",6097,3316,4325,76.67052,0,NA,37.0075709,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150701,"Sonoma",6097,4609,4609,100,0.64309,2.756555225,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150702,"Sonoma",6097,4222,4552,92.75044,0,NA,51.18696266,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150800,"Sonoma",6097,4681,4994,93.73248,0.38434,5.301563129,52.43166945,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150901,"Sonoma",6097,4241,4904,86.48042,0.34298,5.472339937,44.74528423,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097150902,"Sonoma",6097,3338,3350,99.64179,0.48828,3.611650658,61.28576928,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151000,"Sonoma",6097,292,3483,8.38358,0.10322,28.81549929,7.827537534,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151100,"Sonoma",6097,0,5151,0,0.4696,5.601425644,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151201,"Sonoma",6097,431,6855,6.28738,0,NA,7.019119723,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151203,"Sonoma",6097,5130,5130,100,0.29318,4.66299158,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151204,"Sonoma",6097,2881,3413,84.41254,0,NA,42.89747209,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151301,"Sonoma",6097,4587,4587,100,0.6209,3.98333019,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151305,"Sonoma",6097,5405,5405,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151306,"Sonoma",6097,3636,3636,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151307,"Sonoma",6097,4948,5174,95.63201,0,NA,54.90825099,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151308,"Sonoma",6097,4796,4796,100,0.28414,6.505051523,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151309,"Sonoma",6097,3586,4865,73.71017,0,NA,35.35223919,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151310,"Sonoma",6097,5353,6143,87.13983,0.63113,2.400662157,45.45104581,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151311,"Sonoma",6097,6382,6382,100,0.42711,3.321184712,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151401,"Sonoma",6097,5898,7306,80.72817,0,NA,39.98460157,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151402,"Sonoma",6097,2867,9177,31.24115,0.46146,2.394479403,15.15462595,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151502,"Sonoma",6097,4827,6591,73.23623,0.48381,1.548630572,35.05710253,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151503,"Sonoma",6097,3478,3572,97.36842,0.54533,2.037567951,57.25651225,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151504,"Sonoma",6097,3563,3563,100,0.26783,10.17753593,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151601,"Sonoma",6097,1462,2901,50.39642,0,NA,22.96933145,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151602,"Sonoma",6097,2594,3324,78.03851,0.92829,1.871417345,37.93147697,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151700,"Sonoma",6097,6884,6978,98.65291,0.71805,3.2695869,59.39946105,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151800,"Sonoma",6097,4061,5219,77.81184,0.138,10.24430439,37.73899654,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097151900,"Sonoma",6097,3158,3158,100,0.57516,2.592193314,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152000,"Sonoma",6097,1686,2079,81.09668,0,NA,40.22841011,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152100,"Sonoma",6097,2099,3004,69.8735,0.8587,4.542588286,32.92698576,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152201,"Sonoma",6097,3338,3846,86.79147,0.83711,2.778650026,44.98909278,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152202,"Sonoma",6097,6763,6763,100,0.54596,4.13338956,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152203,"Sonoma",6097,2552,3527,72.35611,0,NA,34.56948544,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152300,"Sonoma",6097,1645,4329,37.99954,0.75307,2.72418245,17.86218401,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152400,"Sonoma",6097,8224,10001,82.23178,0.73772,1.941391922,41.13948415,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152501,"Sonoma",6097,4178,4178,100,0.38223,2.151200289,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152502,"Sonoma",6097,3603,3603,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152600,"Sonoma",6097,5339,8365,63.82546,0,NA,29.83446683,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152701,"Sonoma",6097,3972,5271,75.35572,0.52537,1.452319781,36.03233671,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152702,"Sonoma",6097,3199,5242,61.02633,0.59357,2.408550787,28.32028744,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152801,"Sonoma",6097,5172,5547,93.23959,0.67359,1.728320684,51.76440395,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152802,"Sonoma",6097,6426,6807,94.40282,0.3371,4.986383962,53.35557552,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152903,"Sonoma",6097,5114,5114,100,0.27861,4.977685191,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152904,"Sonoma",6097,5052,5095,99.15604,0,NA,60.34903118,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152905,"Sonoma",6097,3932,4037,97.39906,0.12816,15.18555382,57.3206724,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097152906,"Sonoma",6097,1402,5234,26.7864,0.2505,9.631133359,13.67894264,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153001,"Sonoma",6097,4214,6594,63.90658,0.61212,2.285189499,29.87296292,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153002,"Sonoma",6097,6827,6827,100,0.59144,1.638636627,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153003,"Sonoma",6097,5397,5502,98.0916,0,NA,58.39856281,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153005,"Sonoma",6097,4774,6669,71.58495,0.18445,9.665164536,34.17169254,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153006,"Sonoma",6097,7286,7286,100,0.55227,1.943582714,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153102,"Sonoma",6097,4668,5742,81.29572,0,NA,40.4465546,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153103,"Sonoma",6097,3803,4716,80.64037,0.5146,2.751241962,39.89477736,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153104,"Sonoma",6097,3539,4046,87.46911,0.57536,2.971957625,45.6691903,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153200,"Sonoma",6097,4883,7522,64.91625,0.52048,4.153575684,30.27075581,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153300,"Sonoma",6097,6195,11010,56.26703,0.55025,1.568389924,25.83087386,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153401,"Sonoma",6097,5582,6131,91.04551,0.47276,1.081015079,49.53163095,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153403,"Sonoma",6097,1330,3840,34.63542,0.36466,4.072370397,16.42499679,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153404,"Sonoma",6097,1260,4011,31.41361,0.76783,2.216892418,15.23161812,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153501,"Sonoma",6097,0,4319,0,0.73291,2.333097024,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153502,"Sonoma",6097,0,3684,0,0,NA,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153600,"Sonoma",6097,1320,5327,24.77943,0,NA,13.06300526,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153703,"Sonoma",6097,2092,3490,59.94269,0.59152,2.38714127,27.71718209,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153704,"Sonoma",6097,374,3728,10.03219,0.82946,2.070683229,8.315154626,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153705,"Sonoma",6097,233,3536,6.58937,0.49204,4.904612054,7.14744001,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153706,"Sonoma",6097,626,4092,15.29814,0.41722,6.331713047,10.17579879,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153801,"Sonoma",6097,8473,9648,87.82131,0.56273,3.678421037,46.01565508,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153804,"Sonoma",6097,3239,3239,100,0.33295,2.733873676,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153806,"Sonoma",6097,3288,3288,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153807,"Sonoma",6097,3421,3861,88.60399,0,NA,46.91389709,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153808,"Sonoma",6097,4191,4251,98.58857,0.51139,4.4874478,59.30963685,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153809,"Sonoma",6097,4296,4336,99.07749,0.18092,12.81820565,60.18221481,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153901,"Sonoma",6097,3770,5421,69.54436,0.14519,15.73858278,32.78583344,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153902,"Sonoma",6097,3772,4147,90.95732,0.62506,2.052362058,49.39047863,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097153903,"Sonoma",6097,3760,3760,100,0.44535,4.924977993,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097154000,"Sonoma",6097,260,2597,10.01155,0,NA,8.302322597,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097154100,"Sonoma",6097,62,3729,1.66264,0.58899,5.883105014,5.325291929,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097154201,"Sonoma",6097,2557,3925,65.1465,0.20939,12.59382669,30.43757218,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097154202,"Sonoma",6097,4788,5994,79.87988,0.76059,2.182248555,39.38149621,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097154302,"Sonoma",6097,912,3747,24.33947,0.51782,2.573642702,12.88335686,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097154303,"Sonoma",6097,777,1720,45.17442,0.70105,2.880301009,20.69806236,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6097154304,"Sonoma",6097,731,2400,30.45833,1.19998,2.656326301,14.87232131,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000101,"Stanislaus",6099,630,4928,12.78409,0.93944,3.084345071,9.367380983,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000102,"Stanislaus",6099,879,3869,22.71905,0.47566,3.720718487,12.33157962,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000201,"Stanislaus",6099,5892,5908,99.72918,0.67365,2.965132785,61.49108174,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000202,"Stanislaus",6099,6074,6593,92.12801,0.06761,24.96492135,50.57102528,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000203,"Stanislaus",6099,8480,8756,96.84788,0.33166,4.213165921,56.43526241,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000301,"Stanislaus",6099,1987,1987,100,0.18672,5.923632349,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000302,"Stanislaus",6099,2463,2641,93.26013,0,NA,51.8285641,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000303,"Stanislaus",6099,3178,5883,54.02006,0.48785,7.238270174,24.82997562,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000304,"Stanislaus",6099,4922,5003,98.38097,0.64977,1.413159739,58.93750802,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000402,"Stanislaus",6099,4945,10095,48.98465,0.17843,11.0207964,22.41755422,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000403,"Stanislaus",6099,4199,4317,97.26662,0.49754,1.015705941,57.06403182,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000404,"Stanislaus",6099,4509,5564,81.03882,0.24817,9.079235233,40.177082,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000501,"Stanislaus",6099,5130,7165,71.59805,0.52552,2.771557466,34.18452457,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000503,"Stanislaus",6099,4930,4930,100,0.53274,1.87571628,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6099000504,"Stanislaus",6099,7811,8692,89.86424,0,NA,48.12010779,"HCI/CaLANDS Database","Wed13Dec17",""
