"","COUNTY","Year","annual_mean_pm25","annual_mean_ozone","annual_mean_pb","annual_mean_pm10","annual_mean_co","annual_mean_no2","annual_mean_so2","FIPS","asthma_er_avg","cancer_incidence_rate","asthma_deaths"
"38","Kern","2018",11.6437140115163,0.0526304654442877,0.00374671875,33.8092577813248,0.291219512195122,23.0676169590643,NA,6029,4479,115.8,24
"39","Kern","2019",8.33349328214971,0.0496901308807924,0.00365769230769231,28.8703047484054,0.326648351648352,23.8798490127758,NA,6029,4479,115.8,24
"40","Kings","2017",16.6893772893773,0.0489306930693069,NA,52.6257833482543,NA,18.2834269662921,NA,6031,886.666666666667,103.6,NA
"41","Kings","2018",17.518765743073,0.0479056338028169,NA,54.8299817184644,NA,19.2760445682451,NA,6031,886.666666666667,103.6,NA
"42","Kings","2019",12.1344099378882,0.0452816901408451,NA,48.4351767905712,NA,18.6301136363636,NA,6031,886.666666666667,103.6,NA
"43","Lake","2017",5.92881355932203,0.037047619047619,NA,11.8555555555556,NA,NA,NA,6033,498.666666666667,123,NA
"44","Lake","2018",9.15423728813559,0.0353909348441926,NA,13.6536312849162,NA,NA,NA,6033,498.666666666667,123,NA
"45","Lake","2019",3.14166666666667,0.0343474576271186,NA,8.02793296089385,NA,NA,NA,6033,498.666666666667,123,NA
"46","Los Angeles","2017",12.1906125862429,0.0472744069343066,0.011492091007584,27.9024390243902,0.529722562219502,28.488,1.90677966101695,6037,47679,117.2,272
"47","Los Angeles","2018",12.2675970619098,0.0452394211795659,0.0116573029439696,26.6104146576663,0.499777732875328,27.0914029975021,1.63870665417057,6037,47679,117.2,272
"48","Los Angeles","2019",10.1867019113461,0.0452686765683884,0.0095296174863388,22.4377470355731,0.475232006599299,26.129435483871,1.20132075471698,6037,47679,117.2,272
"49","Madera","2017",12.5371967654987,0.0489493670886076,NA,34.1698630136986,0.244554455445545,13.5427777777778,NA,6039,857.666666666667,103.2,10
"50","Madera","2018",14.1160427807487,0.045627808988764,NA,40.3739130434783,0.248179271708683,12.6412256267409,NA,6039,857.666666666667,103.2,10
"51","Madera","2019",9.61288515406162,0.0453581395348837,NA,35.5621301775148,NA,12.4766853932584,NA,6039,857.666666666667,103.2,10
"52","Marin","2017",9.06603375527426,0.031612188365651,NA,16.6964285714286,0.453424657534247,19.6140883977901,NA,6041,562.333333333333,151.1,6
"53","Marin","2018",10.6434689507495,0.0311657458563536,NA,17.864406779661,0.450684931506849,18.7625,NA,6041,562.333333333333,151.1,6
"54","Marin","2019",5.98468271334792,0.0326418338108883,NA,13.3559322033898,0.395197740112994,16.7793696275072,NA,6041,562.333333333333,151.1,6
"55","Mariposa","2017",10.8811490125673,0.0511164510166359,NA,23.0029239766082,NA,NA,NA,6043,64.6666666666667,115,0
"56","Mariposa","2018",18.1158110882957,0.0521107205623902,NA,42.3227272727273,NA,NA,NA,6043,64.6666666666667,115,0
"57","Mariposa","2019",7.83488805970149,0.0503404255319149,NA,20.122641509434,NA,NA,NA,6043,64.6666666666667,115,0
"58","Mendocino","2017",9.07337931034483,0.0344120879120879,NA,12.6109510086455,NA,NA,NA,6045,521,107.2,NA
"59","Mendocino","2018",10.5065006915629,0.03108356545961,NA,14.8039215686275,NA,NA,NA,6045,521,107.2,NA
"60","Mendocino","2019",5.6523141654979,0.0310625,NA,12.0842696629213,NA,NA,NA,6045,521,107.2,NA
"61","Merced","2017",13.0804670912951,0.0451392045454545,NA,34.728813559322,NA,16.1652661064426,NA,6047,1822,91.8,15
"62","Merced","2018",14.9903966597077,0.0438848314606742,NA,33.8360655737705,NA,16.0333333333333,NA,6047,1822,91.8,15
"63","Merced","2019",9.2741127348643,0.0445983146067416,NA,28.8196721311475,NA,14.8316666666667,NA,6047,1822,91.8,15
"64","Mono","2017",3.567,NA,NA,37.2408759124088,NA,NA,NA,6051,52,86.7,0
"65","Mono","2018",9.93561946902655,NA,NA,21.3742591024555,NA,NA,NA,6051,52,86.7,0
"66","Mono","2019",5.44269662921348,NA,NA,29.838898163606,NA,NA,NA,6051,52,86.7,0
"67","Monterey","2017",5.85716814159292,0.036059963099631,NA,28.6343490304709,0.304419889502762,11.5276243093923,NA,6053,1721.66666666667,117.8,15
"68","Monterey","2018",6.68091468777485,0.0354718894009217,NA,28.2402234636872,0.353760445682451,11.5357142857143,NA,6053,1721.66666666667,117.8,15
"69","Monterey","2019",4.50017761989343,0.0357851162790698,NA,19.070796460177,0.312054794520548,10.3342465753425,NA,6053,1721.66666666667,117.8,15
"70","Napa","2017",13.7281337047354,0.0339138888888889,NA,NA,0.618356164383562,15.3210084033613,NA,6055,515,128,8
"71","Napa","2018",11.41388101983,0.0355358166189112,NA,13.4864864864865,0.428254847645429,13.9048850574713,NA,6055,515,128,8
"72","Napa","2019",5.9230985915493,0.0363028571428571,NA,13.2142857142857,0.352762430939227,11.7474576271186,NA,6055,515,128,8
"73","Nevada","2017",5.83214285714286,0.055297520661157,NA,NA,NA,NA,NA,6057,247.666666666667,140.7,NA
"74","Nevada","2018",6.3884765625,0.0487325905292479,NA,NA,NA,NA,NA,6057,247.666666666667,140.7,NA
"75","Nevada","2019",5.82167300380228,0.0470821529745043,NA,NA,NA,NA,NA,6057,247.666666666667,140.7,NA
"76","Orange","2017",11.7067207415991,0.0454494290375204,NA,25.3679458239278,0.569602977667494,26.4604032258065,0.415642458100559,6059,8529.33333333333,128.2,82
"77","Orange","2018",11.3314130434783,0.043434456928839,NA,25.8116279069767,0.527387120651369,26.0464150943396,NA,6059,8529.33333333333,128.2,82
"78","Orange","2019",8.95356738391846,0.0442383177570093,NA,21.3181818181818,0.471883656509695,25.0315157116451,NA,6059,8529.33333333333,128.2,82
"79","Placer","2017",6.36496259351621,0.0418505747126437,0.00151538461538462,15.3633720930233,NA,17.7507082152975,NA,6061,1128.33333333333,141.4,6
"80","Placer","2018",10.025,0.0393685714285714,0.00201677419354839,22.0337078651685,NA,17.3416901408451,NA,6061,1128.33333333333,141.4,6
"81","Placer","2019",5.46795252225519,0.0445334928229665,0.00161566666666667,14.3638888888889,NA,16.1178272980501,NA,6061,1128.33333333333,141.4,6
"82","Plumas","2017",12.8024761904762,NA,NA,NA,NA,NA,NA,6063,88.6666666666667,138.9,NA
"83","Plumas","2018",11.9408424908425,NA,NA,NA,NA,NA,NA,6063,88.6666666666667,138.9,NA
"84","Plumas","2019",9.27754716981132,NA,NA,NA,NA,NA,NA,6063,88.6666666666667,138.9,NA
"85","Riverside","2017",11.3089470812875,0.0527458659704091,0.00494642857142857,36.9961845300035,0.362286970863112,18.0718309859155,0.617355371900826,6065,9422.66666666667,112.6,53
"86","Riverside","2018",10.2329107373868,0.0512540381791483,0.00528868131868132,36.2219931271478,0.39774011299435,18.3647817047817,0.742696629213483,6065,9422.66666666667,112.6,53
"87","Riverside","2019",8.41092032967033,0.0503729876646456,0.00481044943820225,32.0921761165664,0.376418732782369,19.3454316848282,0.664902506963788,6065,9422.66666666667,112.6,53
"88","Sacramento","2017",9.67585751978892,0.0412834790612057,0.00149019607843137,18.0335120643432,0.440638864241349,13.5162804515746,2.71135371179039,6067,9598.66666666667,127.3,69
"89","Sacramento","2018",12.2369646569647,0.0415021500238892,0.002,26.8675721561969,0.485108388312912,13.7187025131502,0.834463276836158,6067,9598.66666666667,127.3,69
"90","Sacramento","2019",7.10014058106842,0.04061875,0.00197435897435897,19.7274247491639,0.421039903264813,14.2210973220118,0.772222222222222,6067,9598.66666666667,127.3,69
"91","San Benito","2017",4.88983402489627,0.0407184466019417,NA,18.9244186046512,NA,NA,NA,6069,333,114.8,NA
"92","San Benito","2018",6.6183368869936,0.0399652777777778,NA,20.1583333333333,NA,NA,NA,6069,333,114.8,NA
"93","San Benito","2019",4.53025751072961,0.0399299719887955,NA,16.5983146067416,NA,NA,NA,6069,333,114.8,NA
"94","San Bernardino","2017",11.6698245614035,0.0545449116695695,0.0110095238095238,27.4883018867925,0.493419949706622,32.2438146167558,1.49943449575872,6071,10816.3333333333,111.1,65
"95","San Bernardino","2018",11.2693446871529,0.0550315,0.00605357142857143,26.6584627035214,0.435575139146568,31.1329479768786,1.41882804995197,6071,10816.3333333333,111.1,65
"96","San Bernardino","2019",9.58299579671379,0.053437359339835,0.00611864406779661,23.8967817896389,0.396632366697848,30.1665577342048,1.86055930568949,6071,10816.3333333333,111.1,65
"97","San Diego","2017",8.92246181491464,0.0462256684491979,0.0154325769230769,22.5024630541872,0.599175824175824,18.4822250104559,0.264244186046512,6073,9882.66666666667,129.1,68
"98","San Diego","2018",9.97400839944004,0.0449771621115687,0.0142139106145251,22.8377723970944,0.535528120713306,16.9499178981938,0.26676217765043,6073,9882.66666666667,129.1,68
"99","San Diego","2019",9.30515081206497,0.0431912673879444,0.00882939560439561,23.8135593220339,0.525205479452055,17.1682936352987,0.192419825072886,6073,9882.66666666667,129.1,68
"100","San Francisco","2017",9.68016759776536,0.0287086834733894,0.00764444444444444,20.9,0.502472527472527,23.8421052631579,NA,6075,2926.33333333333,122.4,19
"101","San Francisco","2018",11.6764872521246,0.0291754874651811,0.009947,18.8333333333333,0.434246575342466,22.2157894736842,NA,6075,2926.33333333333,122.4,19
"102","San Francisco","2019",7.66740947075209,0.0317932960893855,0.00342714285714286,13.7333333333333,0.371232876712329,19.5713091922006,NA,6075,2926.33333333333,122.4,19
"103","San Joaquin","2017",10.7728349370836,0.0404701492537313,0.00485,25.4394904458599,0.414444444444444,17.7201183431953,NA,6077,4599.33333333333,116.2,25
"104","San Joaquin","2018",14.7220660576247,0.0407766853932584,0.00544532258064516,27.2828947368421,0.454492753623188,18.5596072931276,NA,6077,4599.33333333333,116.2,25
"105","San Joaquin","2019",8.25899005355777,0.039992816091954,0.00411881355932203,23.4671428571429,0.375890410958904,18.1349500713267,NA,6077,4599.33333333333,116.2,25
"106","San Luis Obispo","2017",7.81882605583393,0.0411945902301171,NA,23.9903719912473,NA,9.31361760660248,0.00824175824175824,6079,752.333333333333,143.5,NA
"107","San Luis Obispo","2018",7.10726618705036,0.0403377510040161,NA,22.8781563126253,NA,9.38202247191011,0.0684931506849315,6079,752.333333333333,143.5,NA
"108","San Luis Obispo","2019",5.64601832276251,0.0394063632702376,NA,18.5638041733547,NA,8.12707182320442,0.173076923076923,6079,752.333333333333,143.5,NA
"109","San Mateo","2017",9.00589887640449,0.0315762711864407,0.0150952380952381,NA,0.519230769230769,21.6614325068871,NA,6081,2128,137.8,14
"110","San Mateo","2018",10.5430985915493,0.0297075208913649,NA,NA,0.518356164383562,20.9125348189415,NA,6081,2128,137.8,14
"111","San Mateo","2019",6.98604651162791,0.0326778711484594,NA,NA,0.483013698630137,19.5055248618785,NA,6081,2128,137.8,14
"112","Santa Barbara","2017",8.88432,0.0384598612487611,NA,24.7171624713959,0.262525562372188,5.78154878389712,0.382325581395349,6083,1304,138.7,8
"113","Santa Barbara","2018",7.30585585585586,0.0377604562737643,NA,20.8892152748636,0.251446051167964,5.34631302827164,0.614366729678639,6083,1304,138.7,8
"114","Santa Barbara","2019",5.14604743083004,0.0371558481322719,NA,16.6393354769561,0.166417910447761,4.91009657594381,0.421607378129117,6083,1304,138.7,8
"115","Santa Clara","2017",8.89573170731707,0.0394438095238095,0.0271371621621622,20.6296296296296,0.648675034867503,25.3293447293447,0.627544910179641,6085,5205,122.3,50
"116","Santa Clara","2018",10.9219039595619,0.0364682040531097,0.03305,21.9745762711864,0.633424657534247,24.3940525587828,0.711111111111111,6085,5205,122.3,50
"117","Santa Clara","2019",7.482,0.0369784722222222,0.0341285227272727,18.2583333333333,0.576341127922971,22.5875346260388,0.547838616714697,6085,5205,122.3,50
"118","Santa Cruz","2017",6.40409604519774,0.0349335180055402,NA,NA,NA,NA,NA,6087,764.666666666667,135,11
"119","Santa Cruz","2018",7.35770862800566,0.0358253521126761,NA,NA,NA,NA,NA,6087,764.666666666667,135,11
"120","Santa Cruz","2019",5.62008608321377,0.035425,NA,NA,NA,NA,NA,6087,764.666666666667,135,11
"121","Shasta","2017",5.21123595505618,0.0405988243938281,NA,16.6526946107784,NA,NA,NA,6089,654,138.8,NA
"122","Shasta","2018",9.56167664670659,0.040556990881459,NA,23.7093023255814,NA,NA,NA,6089,654,138.8,NA
"123","Shasta","2019",3.7486301369863,0.0396115107913669,NA,12.4972067039106,NA,NA,NA,6089,654,138.8,NA
"124","Siskiyou","2017",6.61404494382022,0.0273181818181818,NA,NA,NA,NA,NA,6093,148.333333333333,85.3,NA
"125","Siskiyou","2018",17.1237341772152,0.04,NA,NA,NA,NA,NA,6093,148.333333333333,85.3,NA
"126","Siskiyou","2019",5.05502183406114,0.0351196581196581,NA,NA,NA,NA,NA,6093,148.333333333333,85.3,NA
"127","Solano","2017",10.3933147632312,0.037519313304721,NA,17.4,0.564738292011019,17.6848314606742,1.41830985915493,6095,3398.66666666667,126.1,20
"128","Solano","2018",12.4375375375375,0.0353501908396947,NA,16.4915254237288,0.535964912280702,16.4101796407186,1.17462235649547,6095,3398.66666666667,126.1,20
"129","Solano","2019",8.71494413407821,0.0359722222222222,NA,12.125,0.473076923076923,16.2233333333333,1.00779944289694,6095,3398.66666666667,126.1,20
"130","Sonoma","2017",8.09506849315068,0.0336150627615063,NA,14.3732460243218,0.484383561643836,11.4623626373626,NA,6097,1732.33333333333,128.8,24
"131","Sonoma","2018",8.4,0.0332019774011299,NA,15.9879406307978,0.448076923076923,10.8319209039548,NA,6097,1732.33333333333,128.8,24
"132","Sonoma","2019",5.67813411078717,0.0327450980392157,NA,11.7738791423002,0.346666666666667,9.62122093023256,NA,6097,1732.33333333333,128.8,24
"133","Stanislaus","2017",12.7712140175219,0.0450573426573427,NA,30.5167464114833,0.415068493150685,21.2002857142857,NA,6099,2957.66666666667,117.7,25
"134","Stanislaus","2018",15.836625,0.0436357243319269,NA,32.0429292929293,0.41949860724234,20.3843406593407,NA,6099,2957.66666666667,117.7,25
"135","Stanislaus","2019",9.14010025062657,0.0425856515373353,NA,27.3210784313725,0.375068493150685,19.143956043956,NA,6099,2957.66666666667,117.7,25
"136","Sutter","2017",10.6521613832853,0.0393965936739659,NA,20.6876712328767,0.146590909090909,16.3064425770308,NA,6101,288.666666666667,105.2,NA
"137","Sutter","2018",14.4468208092486,0.0424973451327434,NA,31.0059880239521,0.275647668393782,17.2293296089385,NA,6101,288.666666666667,105.2,NA
"138","Sutter","2019",8.26638418079096,0.0408498233215548,NA,22.3222222222222,NA,15.1459064327485,NA,6101,288.666666666667,105.2,NA
"139","Tehama","2017",7.17690058479532,0.0460757894736842,NA,19.5,NA,NA,NA,6103,304,116.6,NA
"140","Tehama","2018",10.5812672176309,0.0493051546391753,NA,23.9032258064516,NA,NA,NA,6103,304,116.6,NA
"141","Tehama","2019",5.42946175637394,0.0442186948853616,NA,14.15,NA,NA,NA,6103,304,116.6,NA
"142","Trinity","2017",19.2084337349398,NA,NA,NA,NA,NA,NA,6105,53.3333333333333,108.2,NA
"143","Trinity","2018",12.7019073569482,NA,NA,NA,NA,NA,NA,6105,53.3333333333333,108.2,NA
"144","Trinity","2019",4.9136231884058,NA,NA,NA,NA,NA,NA,6105,53.3333333333333,108.2,NA
"145","Tulare","2017",15.0536734693878,0.0525188150520416,NA,46.3151862464183,NA,23.4954954954955,NA,6107,1910,102.3,16
"146","Tulare","2018",16.248418972332,0.0522001582278481,NA,51.125,NA,22.7381088825215,NA,6107,1910,102.3,16
"147","Tulare","2019",11.1909743589744,0.0496574367088608,NA,45.7111111111111,NA,21.1188953488372,NA,6107,1910,102.3,16
"148","Ventura","2017",9.62396810506567,0.0468851913477537,0.00187692307692308,26.8391123439667,NA,15.0522696011004,NA,6111,2572.66666666667,129.2,17
"149","Ventura","2018",9.06071428571429,0.0450644086618545,0.00212264705882353,25.4287709497207,NA,15.6776406035665,NA,6111,2572.66666666667,129.2,17
"150","Ventura","2019",6.64724705882353,0.0445176076020123,0.00188310344827586,21.966149506347,NA,14.3243626062323,NA,6111,2572.66666666667,129.2,17
"151","Yolo","2017",9.01786666666667,0.0406651785714286,NA,20.5084745762712,NA,10.2983333333333,NA,6113,814.666666666667,124.8,NA
"152","Yolo","2018",11.4393034825871,0.0402549575070822,NA,24.1333333333333,NA,10.3020408163265,NA,6113,814.666666666667,124.8,NA
"153","Yolo","2019",6.84913580246914,0.040920471281296,NA,18.3813559322034,NA,10.0895316804408,NA,6113,814.666666666667,124.8,NA
