"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"12/04/2018","AQS","060070008","7","0.00187","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"12/16/2018","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"12/28/2018","AQS","060070008","7","0.00065","ug/m3 SC",".","Chico-East Avenue","1","100.0000","12128","Lead (TSP) STP","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/02/2018","AQS","060190011","7","0.0122","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"01/14/2018","AQS","060190011","7","0.00274","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"01/26/2018","AQS","060190011","7","0.00252","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"02/07/2018","AQS","060190011","7","0.00709","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"02/19/2018","AQS","060190011","7","0.00233","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"03/03/2018","AQS","060190011","7","0.00065","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"03/15/2018","AQS","060190011","7","0.00065","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"03/27/2018","AQS","060190011","7","0.00222","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"04/08/2018","AQS","060190011","7","0.00065","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"04/20/2018","AQS","060190011","7","0.00219","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"05/02/2018","AQS","060190011","7","0.00345","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"05/14/2018","AQS","060190011","7","0.00247","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"05/26/2018","AQS","060190011","7","0.00426","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"06/07/2018","AQS","060190011","7","0.00267","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"06/19/2018","AQS","060190011","7","0.00354","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"07/13/2018","AQS","060190011","7","0.00305","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"07/19/2018","AQS","060190011","7","0.00519","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"07/25/2018","AQS","060190011","7","0.00222","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"08/06/2018","AQS","060190011","7","0.00356","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"08/18/2018","AQS","060190011","7","0.00399","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"08/30/2018","AQS","060190011","7","0.00311","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"09/11/2018","AQS","060190011","7","0.00835","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"09/23/2018","AQS","060190011","7","0.00537","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"10/05/2018","AQS","060190011","7","0.00349","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"10/17/2018","AQS","060190011","7","0.00915","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"11/01/2018","AQS","060190011","7","0.00861","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"11/10/2018","AQS","060190011","7","0.0108","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"11/25/2018","AQS","060190011","7","0.00213","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"12/04/2018","AQS","060190011","7","0.00265","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"12/16/2018","AQS","060190011","7","0.00257","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"12/28/2018","AQS","060190011","7","0.00428","ug/m3 SC",".","Fresno - Garland","1","100.0000","12128","Lead (TSP) STP","23420","Fresno, CA","06","California","019","Fresno","36.78538","-119.77321"
"01/02/2018","AQS","060250005","7","0.00721","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"01/14/2018","AQS","060250005","7","0.0052","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"01/29/2018","AQS","060250005","7","0.00065","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"02/07/2018","AQS","060250005","7","0.00692","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"02/19/2018","AQS","060250005","7","0.0074","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"03/03/2018","AQS","060250005","7","0.00836","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"03/15/2018","AQS","060250005","7","0.0017","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"03/27/2018","AQS","060250005","7","0.00205","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"04/08/2018","AQS","060250005","7","0.00275","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"04/23/2018","AQS","060250005","7","0.01","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"05/02/2018","AQS","060250005","7","0.00165","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"05/14/2018","AQS","060250005","7","0.0115","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"05/29/2018","AQS","060250005","7","0.0187","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"06/07/2018","AQS","060250005","7","0.0159","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"06/19/2018","AQS","060250005","7","0.00838","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"07/19/2018","AQS","060250005","7","0.0288","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"07/25/2018","AQS","060250005","7","0.0234","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"08/18/2018","AQS","060250005","7","0.00994","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"08/27/2018","AQS","060250005","7","0.0192","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"08/30/2018","AQS","060250005","7","0.00554","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"11/22/2018","AQS","060250005","7","0.0317","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"12/04/2018","AQS","060250005","7","0.00191","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"12/16/2018","AQS","060250005","7","0.00957","ug/m3 SC",".","Calexico-Ethel Street","1","100.0000","12128","Lead (TSP) STP","20940","El Centro, CA","06","California","025","Imperial","32.67618","-115.48307"
"01/14/2018","AQS","060290014","7","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"01/26/2018","AQS","060290014","7","0.00698","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/07/2018","AQS","060290014","7","0.00703","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/19/2018","AQS","060290014","7","0.0023","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/25/2018","AQS","060290014","7","0.00424","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/03/2018","AQS","060290014","7","0.00136","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/16/2018","AQS","060290014","7","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/27/2018","AQS","060290014","7","0.00334","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/08/2018","AQS","060290014","7","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/20/2018","AQS","060290014","7","0.00364","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/02/2018","AQS","060290014","7","0.00206","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/14/2018","AQS","060290014","7","0.00201","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/26/2018","AQS","060290014","7","0.00207","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/07/2018","AQS","060290014","7","0.00277","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/16/2018","AQS","060290014","7","0.00351","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/19/2018","AQS","060290014","7","0.00403","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/25/2018","AQS","060290014","7","0.00366","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/01/2018","AQS","060290014","7","0.00245","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/13/2018","AQS","060290014","7","0.00286","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/19/2018","AQS","060290014","7","0.00439","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/25/2018","AQS","060290014","7","0.00312","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/06/2018","AQS","060290014","7","0.00406","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/18/2018","AQS","060290014","7","0.00417","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"09/23/2018","AQS","060290014","7","0.00528","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"10/05/2018","AQS","060290014","7","0.00271","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"10/17/2018","AQS","060290014","7","0.00573","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"10/29/2018","AQS","060290014","7","0.00569","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"11/10/2018","AQS","060290014","7","0.00931","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"11/24/2018","AQS","060290014","7","0.00264","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"12/11/2018","AQS","060290014","7","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"12/16/2018","AQS","060290014","7","0.00397","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"12/28/2018","AQS","060290014","7","0.00445","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"01/02/2018","AQS","060290014","8","0.0117","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"01/14/2018","AQS","060290014","8","0.00205","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"01/26/2018","AQS","060290014","8","0.00379","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/07/2018","AQS","060290014","8","0.00714","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/19/2018","AQS","060290014","8","0.00267","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"02/25/2018","AQS","060290014","8","0.00405","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/03/2018","AQS","060290014","8","0.003","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/16/2018","AQS","060290014","8","0.00134","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"03/27/2018","AQS","060290014","8","0.00279","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/08/2018","AQS","060290014","8","0.00065","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"04/20/2018","AQS","060290014","8","0.00462","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/02/2018","AQS","060290014","8","0.002","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/14/2018","AQS","060290014","8","0.00231","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"05/26/2018","AQS","060290014","8","0.00207","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"06/25/2018","AQS","060290014","8","0.00307","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/01/2018","AQS","060290014","8","0.00284","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/19/2018","AQS","060290014","8","0.00441","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"07/25/2018","AQS","060290014","8","0.00265","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/06/2018","AQS","060290014","8","0.00429","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/18/2018","AQS","060290014","8","0.00423","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
"08/30/2018","AQS","060290014","8","0.00424","ug/m3 SC",".","Bakersfield-California","1","100.0000","12128","Lead (TSP) STP","12540","Bakersfield, CA","06","California","029","Kern","35.356615","-119.062613"
